cluster	type	genome_size	name
genus_1	BUP	14703	BUP_172549
genus_1	BUP	7727	BUP_351117
genus_1	BUP	7383	BUP_340649
genus_1	BUP	12148	BUP_224859
genus_1	BUP	12137	BUP_224858
genus_1	BUP	11848	BUP_69469
genus_1	BUP	11062	BUP_104598
genus_1	BDP	13194	BDP_381951
genus_1	BDP	17447	BDP_215469
genus_1	BUP	13882	BUP_96978
genus_1	BUP	6576	BUP_321034
genus_1	BDP	10756	BDP_422317
genus_1	BUP	9604	BUP_61248
genus_1	BDP	20357	BDP_95050
genus_1	BUP	15488	BUP_202179
genus_1	BDP	18454	BDP_380207
genus_1	BDP	18999	BDP_111941
genus_1	BUP	15170	BUP_223351
genus_1	BUP	16530	BUP_241235
genus_1	BUP	13359	BUP_275879
genus_1	BUP	12624	BUP_332854
genus_1	BUP	7330	BUP_105915
genus_1	BDP	14953	BDP_236666
genus_1	BUP	8462	BUP_140651
genus_1	BUP	21807	BUP_199403
genus_1	BDP	14236	BDP_275289
genus_1	BUP	21725	BUP_185164
genus_1	BUP	6365	BUP_80748
genus_1	BUP	12310	BUP_125568
genus_1	BDP	18965	BDP_50428
genus_1	BUP	22339	BUP_139517
genus_1	BUP	10265	BUP_274470
genus_1	BUP	8729	BUP_121178
genus_1	BUP	13177	BUP_176066
genus_1	BDP	14166	BDP_87213
genus_1	BUP	10730	BUP_342433
genus_1	BUP	9826	BUP_85277
genus_1	BUP	12642	BUP_273594
genus_1	BUP	6372	BUP_157448
genus_1	BUP	9282	BUP_288891
genus_1	BUP	6369	BUP_110625
genus_1	BUP	6707	BUP_63250
genus_1	BUP	13865	BUP_120382
genus_1	BUP	22013	BUP_242782
genus_1	BUP	20905	BUP_309931
genus_1	BUP	8386	BUP_185446
genus_1	BUP	14621	BUP_280875
genus_1	BUP	8504	BUP_351878
genus_1	BUP	7133	BUP_276971
genus_1	BUP	24696	BUP_43688
genus_1	BUP	22718	BUP_350753
genus_1	BUP	21603	BUP_342495
genus_1	BUP	18807	BUP_107373
genus_1	BUP	10087	BUP_24106
genus_1	BDP	23583	BDP_189877
genus_1	BUP	8818	BUP_51057
genus_1	BUP	11896	BUP_132141
genus_1	BUP	18633	BUP_191412
genus_1	BDP	32978	BDP_226163
genus_1	BDP	15062	BDP_223951
genus_1	BUP	6557	BUP_184192
genus_1	BUP	20265	BUP_330217
genus_1	BDP	15361	BDP_31286
genus_1	BUP	19049	BUP_22364
genus_1	BUP	16449	BUP_7006
genus_1	BUP	21251	BUP_90386
genus_1	BUP	18647	BUP_178177
genus_1	BUP	7976	BUP_134192
genus_1	BUP	18251	BUP_200326
genus_1	BUP	19771	BUP_250524
genus_1	BUP	13179	BUP_165711
genus_1	BUP	17494	BUP_121306
genus_1	BUP	20201	BUP_347822
genus_1	BUP	16312	BUP_268757
genus_1	BUP	21448	BUP_186042
genus_1	BUP	20380	BUP_78094
genus_1	BUP	10716	BUP_133354
genus_1	BUP	7678	BUP_46321
genus_1	BUP	7061	BUP_131440
genus_1	BUP	10141	BUP_123711
genus_1	BUP	7786	BUP_359179
genus_1	BUP	7882	BUP_71029
genus_1	BUP	12792	BUP_238361
genus_1	BUP	7972	BUP_152764
genus_1	BUP	8047	BUP_48965
genus_1	BUP	17524	BUP_20655
genus_1	BUP	6724	BUP_229446
genus_1	BUP	7830	BUP_198331
genus_1	BUP	19282	BUP_100791
genus_1	BUP	14923	BUP_45976
genus_1	BUP	10552	BUP_234791
genus_1	BUP	18321	BUP_291601
genus_1	BUP	12583	BUP_283318
genus_1	BUP	11404	BUP_105469
genus_1	BUP	9356	BUP_187912
genus_1	BUP	10652	BUP_294784
genus_1	BUP	19815	BUP_14042
genus_1	BUP	9644	BUP_2318
genus_1	BUP	8601	BUP_266975
genus_1	BUP	8080	BUP_359376
genus_1	BUP	18051	BUP_189500
genus_1	BUP	17000	BUP_93917
genus_1	BUP	16904	BUP_292506
genus_1	BUP	19727	BUP_157581
genus_1	BUP	19721	BUP_108401
genus_1	BUP	17534	BUP_21811
genus_1	BUP	7536	BUP_320643
genus_1	BUP	17934	BUP_61231
genus_1	BUP	16018	BUP_331504
genus_1	BUP	17188	BUP_67979
genus_1	BUP	19699	BUP_105826
genus_1	BUP	19392	BUP_357952
genus_1	BUP	13998	BUP_338343
genus_1	BUP	6665	BUP_211903
genus_1	BUP	18253	BUP_343471
genus_1	BUP	16834	BUP_225544
genus_1	BDP	8788	BDP_15854
genus_1	BDP	8855	BDP_284698
genus_1	BUP	16632	BUP_274679
genus_1	BUP	16677	BUP_268009
genus_1	BUP	16438	BUP_236729
genus_1	BUP	16590	BUP_68977
genus_1	BUP	15710	BUP_293631
genus_1	BUP	20054	BUP_125460
genus_1	BUP	6997	BUP_245578
genus_1	BUP	14291	BUP_190779
genus_1	BUP	22091	BUP_146758
genus_1	BUP	15949	BUP_73712
genus_1	BUP	14947	BUP_81039
genus_1	BUP	15715	BUP_255418
genus_1	BUP	15991	BUP_305369
genus_1	BUP	14437	BUP_185261
genus_1	BUP	22240	BUP_66790
genus_1	BUP	7151	BUP_174505
genus_1	BUP	16809	BUP_89649
genus_1	BUP	7287	BUP_17728
genus_1	BUP	16117	BUP_244593
genus_1	BUP	16031	BUP_145166
genus_1	BUP	13229	BUP_245676
genus_1	BUP	15034	BUP_202247
genus_1	BUP	14995	BUP_303295
genus_1	BUP	15065	BUP_2307
genus_1	BUP	15861	BUP_70342
genus_1	BUP	15042	BUP_42113
genus_1	BDP	11155	BDP_271227
genus_1	BDP	10476	BDP_317245
genus_1	BUP	14858	BUP_81884
genus_1	BUP	25315	BUP_315113
genus_1	BUP	12027	BUP_31902
genus_1	BUP	15473	BUP_299678
genus_1	BUP	21405	BUP_364204
genus_1	BDP	10299	BDP_357705
genus_1	BUP	16720	BUP_318043
genus_1	BUP	18294	BUP_33437
genus_1	BUP	8733	BUP_144721
genus_1	BUP	8566	BUP_56983
genus_1	BUP	17991	BUP_240888
genus_1	BUP	19158	BUP_171022
genus_1	BUP	14762	BUP_195068
genus_1	BUP	14859	BUP_334886
genus_1	BUP	11637	BUP_38459
genus_1	BUP	14318	BUP_302117
genus_1	BUP	10874	BUP_291503
genus_1	BUP	16828	BUP_222946
genus_1	BDP	15849	BDP_132331
genus_1	BDP	17825	BDP_164914
genus_1	BDP	15582	BDP_216708
genus_1	BDP	13583	BDP_235354
genus_1	BUP	13667	BUP_308935
genus_1	BUP	18363	BUP_267544
genus_1	BDP	21221	BDP_253848
genus_1	BDP	15324	BDP_3259
genus_1	BUP	21317	BUP_185288
genus_1	BDP	18032	BDP_363775
genus_1	BUP	18467	BUP_286051
genus_1	BUP	12035	BUP_148502
genus_1	BUP	11805	BUP_329823
genus_1	BUP	19629	BUP_182495
genus_1	BDP	11535	BDP_94885
genus_1	BDP	11541	BDP_383873
genus_1	BUP	16636	BUP_345682
genus_1	BUP	12551	BUP_184365
genus_1	BUP	18042	BUP_134766
genus_1	BUP	17817	BUP_262381
genus_1	BUP	14614	BUP_159606
genus_1	BUP	17126	BUP_38751
genus_1	BUP	13421	BUP_357293
genus_1	BUP	7826	BUP_108222
genus_1	BDP	7470	BDP_130519
genus_1	BUP	7056	BUP_38186
genus_1	BUP	8084	BUP_245674
genus_1	BUP	10289	BUP_217384
genus_1	BUP	10289	BUP_227699
genus_1	BUP	7252	BUP_108403
genus_1	BUP	15598	BUP_10754
genus_1	BUP	10417	BUP_287834
genus_1	BDP	8140	BDP_215915
genus_1	BUP	13303	BUP_3771
genus_1	BDP	6411	BDP_65354
genus_1	BUP	22427	BUP_82797
genus_1	BUP	3389	BUP_116214
genus_1	BDP	77078	BDP_179291
genus_1	BDP	70915	BDP_197298
genus_1	BUP	73824	BUP_199945
genus_1	BDP	86036	BDP_141419
genus_1	BDP	77426	BDP_95974
genus_1	BDP	81002	BDP_79520
genus_1	BDP	80843	BDP_128679
genus_1	BUP	65343	BUP_64355
genus_1	BDP	58928	BDP_415266
genus_1	BUP	53822	BUP_88071
genus_1	BUP	53258	BUP_39315
genus_1	BUP	34215	BUP_171236
genus_1	BUP	28918	BUP_212025
genus_1	BUP	57671	BUP_23831
genus_1	BDP	19082	BDP_26994
genus_1	BUP	22608	BUP_115490
genus_1	BDP	27506	BDP_250499
genus_1	BUP	12333	BUP_8699
genus_1	BUP	14935	BUP_13257
genus_1	BUP	17464	BUP_290205
genus_1	BUP	21843	BUP_146451
genus_1	BDP	26779	BDP_298770
genus_1	BDP	12534	BDP_108833
genus_1	BUP	18689	BUP_2444
genus_1	BUP	49437	BUP_77631
genus_1	BUP	23294	BUP_82798
genus_1	BUP	37885	BUP_318084
genus_1	BUP	17920	BUP_103925
genus_1	BUP	20025	BUP_227794
genus_1	BUP	14992	BUP_80825
genus_1	BUP	27922	BUP_46171
genus_1	BUP	22326	BUP_270322
genus_1	BUP	19338	BUP_333496
genus_1	BUP	26809	BUP_261674
genus_1	BUP	17740	BUP_198375
genus_1	BDP	72545	BDP_208932
genus_1	BDP	74094	BDP_60100
genus_1	BUP	69054	BUP_96830
genus_1	BDP	79166	BDP_160959
genus_1	BDP	83616	BDP_411949
genus_1	BUP	77468	BUP_84993
genus_1	BUP	79277	BUP_199929
genus_1	BUP	78617	BUP_225517
genus_1	BDP	71972	BDP_331712
genus_1	BDP	76218	BDP_234004
genus_1	BDP	72028	BDP_79361
genus_1	BDP	80103	BDP_24171
genus_1	BDP	75295	BDP_57904
genus_1	BDP	74528	BDP_274662
genus_1	BDP	78485	BDP_102906
genus_1	BDP	78856	BDP_233767
genus_1	BUP	7568	BUP_63614
genus_1	BUP	7571	BUP_291389
genus_1	BDP	21488	BDP_113373
genus_1	BDP	11690	BDP_1553
genus_1	BDP	15890	BDP_130303
genus_1	BDP	12350	BDP_254831
genus_1	BDP	14485	BDP_109516
genus_1	BDP	33557	BDP_96478
genus_1	BDP	32035	BDP_130340
genus_1	BDP	28790	BDP_399011
genus_1	BUP	23969	BUP_124473
genus_1	BUP	13598	BUP_48115
genus_1	BDP	17458	BDP_3051
genus_1	BDP	14701	BDP_254858
genus_1	BDP	15059	BDP_305889
genus_1	BUP	12692	BUP_159262
genus_1	BDP	18555	BDP_3052
genus_1	BDP	18252	BDP_207423
genus_1	BDP	23651	BDP_4034
genus_1	BDP	23825	BDP_296153
genus_1	BUP	17897	BUP_103344
genus_1	BUP	13665	BUP_346099
genus_1	BUP	8508	BUP_56488
genus_1	BUP	9870	BUP_85279
genus_1	BUP	9254	BUP_90930
genus_1	BUP	11090	BUP_195540
genus_1	BUP	13229	BUP_73036
genus_1	BUP	8545	BUP_205308
genus_1	BUP	7461	BUP_68966
genus_1	BUP	6994	BUP_198352
genus_1	BUP	11311	BUP_44549
genus_1	BUP	9943	BUP_64348
genus_1	BUP	19758	BUP_360128
genus_1	BUP	19639	BUP_195556
genus_1	BUP	9246	BUP_72496
genus_1	BDP	15837	BDP_383325
genus_1	BUP	9968	BUP_22032
genus_1	BDP	15979	BDP_95214
genus_1	BUP	15185	BUP_233885
genus_1	BDP	14869	BDP_175058
genus_1	BUP	9722	BUP_328957
genus_1	BDP	16430	BDP_322882
genus_1	BUP	9334	BUP_24249
genus_1	BDP	11584	BDP_83268
genus_1	BUP	7709	BUP_180225
genus_1	BUP	16706	BUP_189060
genus_1	BUP	8489	BUP_206995
genus_1	BUP	9193	BUP_37817
genus_1	BUP	6601	BUP_274333
genus_1	BUP	7100	BUP_46339
genus_1	BUP	7571	BUP_275310
genus_1	BUP	7015	BUP_322354
genus_1	BUP	7024	BUP_55111
genus_1	BDP	15933	BDP_152775
genus_1	BUP	8448	BUP_309933
genus_1	BUP	10085	BUP_291152
genus_1	BDP	14770	BDP_342862
genus_1	BUP	19596	BUP_237756
genus_1	BDP	15342	BDP_90456
genus_1	BUP	9747	BUP_63872
genus_1	BDP	10788	BDP_8448
genus_1	BDP	17577	BDP_190509
genus_1	BUP	14602	BUP_209657
genus_1	BUP	6328	BUP_19292
genus_1	BUP	25913	BUP_281765
genus_1	BDP	20469	BDP_316558
genus_1	BUP	11433	BUP_364212
genus_1	BDP	14378	BDP_391933
genus_1	BDP	24672	BDP_148503
genus_1	BUP	22575	BUP_74788
genus_1	BDP	16390	BDP_40122
genus_1	BDP	16560	BDP_208419
genus_1	BUP	12498	BUP_251056
genus_1	BDP	23508	BDP_202125
genus_1	BUP	20245	BUP_160194
genus_1	BUP	24184	BUP_325808
genus_1	BUP	25013	BUP_47060
genus_1	BUP	8986	BUP_2686
genus_1	BUP	25083	BUP_217705
genus_1	BDP	14616	BDP_210961
genus_1	BUP	26090	BUP_215804
genus_1	BDP	15791	BDP_250523
genus_1	BDP	26195	BDP_23180
genus_1	BDP	18645	BDP_240512
genus_1	BUP	28712	BUP_345488
genus_1	BDP	22301	BDP_85974
genus_1	BUP	22689	BUP_229845
genus_1	BUP	8335	BUP_148057
genus_1	BDP	22934	BDP_350783
genus_1	BUP	19473	BUP_94369
genus_1	BUP	28544	BUP_276780
genus_1	BUP	24074	BUP_184655
genus_1	BDP	17317	BDP_135676
genus_1	BUP	25035	BUP_144615
genus_1	BDP	24892	BDP_222404
genus_1	BDP	14720	BDP_80848
genus_1	BUP	11393	BUP_96649
genus_1	BUP	28089	BUP_35433
genus_1	BDP	16779	BDP_154126
genus_1	BUP	25799	BUP_54695
genus_1	BDP	34409	BDP_341622
genus_1	BUP	13409	BUP_158281
genus_1	BDP	19483	BDP_18585
genus_1	BDP	20282	BDP_4523
genus_1	BDP	20895	BDP_176892
genus_1	BUP	27334	BUP_201998
genus_1	BDP	27617	BDP_245179
genus_1	BDP	17037	BDP_391486
genus_1	BDP	33510	BDP_43535
genus_1	BUP	11345	BUP_239794
genus_1	BDP	15307	BDP_280139
genus_1	BDP	27284	BDP_278883
genus_1	BDP	17928	BDP_376094
genus_1	BDP	19060	BDP_202488
genus_1	BUP	20919	BUP_297496
genus_1	BUP	11113	BUP_2692
genus_1	BUP	27454	BUP_45547
genus_1	BUP	27850	BUP_104030
genus_1	BUP	26882	BUP_327785
genus_1	BUP	11424	BUP_126098
genus_1	BDP	17417	BDP_286616
genus_1	BDP	19178	BDP_68176
genus_1	BDP	20755	BDP_105209
genus_1	BDP	21231	BDP_164216
genus_1	BUP	25251	BUP_177955
genus_1	BUP	10917	BUP_31326
genus_1	BUP	13767	BUP_8528
genus_1	BUP	25676	BUP_220978
genus_1	BUP	25827	BUP_265220
genus_1	BUP	26130	BUP_307208
genus_1	BUP	25076	BUP_46780
genus_1	BUP	17643	BUP_265067
genus_1	BUP	12779	BUP_324444
genus_1	BUP	24688	BUP_16756
genus_1	BDP	30362	BDP_163149
genus_1	BUP	11184	BUP_288248
genus_1	BUP	14167	BUP_37123
genus_1	BUP	9794	BUP_312975
genus_1	BDP	13116	BDP_282444
genus_1	BDP	13573	BDP_228690
genus_1	BDP	15989	BDP_370262
genus_1	BDP	17025	BDP_386548
genus_1	BDP	18803	BDP_194335
genus_1	BDP	20294	BDP_16570
genus_1	BDP	20579	BDP_348052
genus_1	BDP	21283	BDP_172058
genus_1	BUP	19920	BUP_75146
genus_1	BDP	15676	BDP_224944
genus_1	BDP	16962	BDP_249557
genus_1	BUP	23690	BUP_244921
genus_1	BDP	16195	BDP_80719
genus_1	BDP	18133	BDP_324845
genus_1	BDP	19707	BDP_281518
genus_1	BDP	22256	BDP_304253
genus_1	BUP	24605	BUP_66363
genus_1	BUP	25096	BUP_72054
genus_1	BUP	26077	BUP_347835
genus_1	BUP	12185	BUP_388
genus_1	BUP	10374	BUP_237762
genus_1	BUP	25853	BUP_200936
genus_1	BUP	21801	BUP_139624
genus_1	BUP	26335	BUP_333565
genus_1	BUP	16224	BUP_135069
genus_1	BUP	12920	BUP_244219
genus_1	BUP	8397	BUP_31089
genus_1	BDP	13243	BDP_15620
genus_1	BDP	14889	BDP_61705
genus_1	BDP	16233	BDP_22839
genus_1	BDP	16381	BDP_201383
genus_1	BDP	20825	BDP_403129
genus_1	BUP	26042	BUP_67565
genus_1	BUP	10515	BUP_331866
genus_1	BDP	24732	BDP_324735
genus_1	BUP	10945	BUP_251842
genus_1	BUP	26290	BUP_152286
genus_1	BUP	24758	BUP_329100
genus_1	BDP	20156	BDP_250641
genus_1	BDP	20393	BDP_276144
genus_1	BDP	22528	BDP_410916
genus_1	BUP	18173	BUP_159631
genus_1	BUP	11234	BUP_15110
genus_1	BUP	13081	BUP_171726
genus_1	BUP	19470	BUP_16685
genus_1	BUP	27631	BUP_170384
genus_1	BUP	24416	BUP_142481
genus_1	BUP	26894	BUP_354097
genus_1	BUP	11866	BUP_7567
genus_1	BDP	16714	BDP_168167
genus_1	BDP	21862	BDP_238501
genus_1	BUP	26087	BUP_174183
genus_1	BUP	20560	BUP_282380
genus_1	BUP	14415	BUP_288686
genus_1	BUP	26682	BUP_305934
genus_1	BUP	9309	BUP_182683
genus_1	BDP	17175	BDP_36108
genus_1	BUP	8223	BUP_77677
genus_1	BDP	18780	BDP_183588
genus_1	BDP	15992	BDP_301840
genus_1	BDP	20578	BDP_40441
genus_1	BUP	11596	BUP_159791
genus_1	BUP	27483	BUP_265458
genus_1	BUP	24145	BUP_5138
genus_1	BUP	26455	BUP_63087
genus_1	BUP	7715	BUP_60072
genus_1	BUP	10110	BUP_123717
genus_1	BUP	28093	BUP_38034
genus_1	BDP	18768	BDP_183619
genus_1	BUP	22049	BUP_196964
genus_1	BUP	11156	BUP_117502
genus_1	BDP	20963	BDP_276537
genus_1	BDP	14526	BDP_345164
genus_1	BDP	23022	BDP_298438
genus_1	BUP	8540	BUP_250803
genus_1	BDP	13788	BDP_266745
genus_1	BDP	16852	BDP_71715
genus_1	BDP	22726	BDP_248532
genus_1	BUP	25982	BUP_135504
genus_1	BUP	11202	BUP_147462
genus_1	BUP	8224	BUP_16610
genus_1	BUP	16256	BUP_228296
genus_1	BDP	14196	BDP_339698
genus_1	BUP	26935	BUP_125914
genus_1	BUP	11934	BUP_36223
genus_1	BUP	11417	BUP_89760
genus_1	BUP	14901	BUP_205139
genus_1	BDP	22713	BDP_417452
genus_1	BUP	9058	BUP_347295
genus_1	BDP	27654	BDP_161027
genus_1	BDP	17031	BDP_154254
genus_1	BUP	11340	BUP_175843
genus_1	BDP	24598	BDP_417919
genus_1	BDP	21012	BDP_424121
genus_1	BUP	8295	BUP_64479
genus_1	BDP	15308	BDP_183708
genus_1	BDP	18733	BDP_6364
genus_1	BUP	26408	BUP_225363
genus_1	BUP	18249	BUP_288163
genus_1	BDP	20145	BDP_132021
genus_1	BDP	16997	BDP_25168
genus_1	BDP	15831	BDP_56238
genus_1	BDP	19891	BDP_184301
genus_1	BUP	11190	BUP_169543
genus_1	BDP	16686	BDP_8054
genus_1	BDP	18635	BDP_254299
genus_1	BDP	14490	BDP_238702
genus_1	BUP	11903	BUP_291476
genus_1	BUP	12641	BUP_129650
genus_1	BUP	7699	BUP_102710
genus_1	BDP	16450	BDP_376111
genus_1	BUP	11721	BUP_36727
genus_1	BDP	17930	BDP_209358
genus_1	BDP	20405	BDP_118153
genus_1	BUP	22993	BUP_11512
genus_1	BDP	14366	BDP_140182
genus_1	BDP	18829	BDP_10767
genus_1	BUP	10566	BUP_67453
genus_1	BUP	19439	BUP_245661
genus_1	BUP	15382	BUP_332140
genus_1	BDP	17388	BDP_173967
genus_1	BDP	12717	BDP_219112
genus_1	BDP	27024	BDP_386605
genus_1	BUP	25287	BUP_60077
genus_1	BUP	14440	BUP_278879
genus_1	BDP	15708	BDP_55364
genus_1	BDP	20508	BDP_173348
genus_1	BDP	31785	BDP_153295
genus_1	BDP	32096	BDP_1836
genus_1	BDP	14374	BDP_427292
genus_1	BDP	24658	BDP_22236
genus_1	BDP	12599	BDP_155985
genus_1	BDP	16142	BDP_166025
genus_1	BDP	20769	BDP_397237
genus_1	BDP	18904	BDP_345073
genus_1	BUP	36355	BUP_64367
genus_1	BUP	19555	BUP_301319
genus_1	BDP	34954	BDP_368709
genus_1	BDP	14087	BDP_328731
genus_1	BDP	30623	BDP_211684
genus_1	BDP	31812	BDP_6788
genus_1	BUP	8686	BUP_299050
genus_1	BDP	14975	BDP_368907
genus_1	BUP	9553	BUP_18302
genus_1	BDP	12549	BDP_66835
genus_1	BDP	32994	BDP_12684
genus_1	BDP	33536	BDP_139839
genus_1	BDP	10057	BDP_8547
genus_1	BUP	27284	BUP_26679
genus_1	BDP	10840	BDP_93258
genus_1	BUP	11295	BUP_348897
genus_1	BDP	10960	BDP_334520
genus_1	BDP	16545	BDP_83548
genus_1	BUP	8939	BUP_261348
genus_1	BDP	13474	BDP_166406
genus_1	BDP	13886	BDP_302634
genus_1	BDP	17100	BDP_39248
genus_1	BDP	14447	BDP_244053
genus_1	BDP	16264	BDP_76870
genus_1	BDP	17698	BDP_263802
